Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL288365;;0;372.46;0;1.86;1, SJA6017;CC(C)C[C@@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C;IC50;'=''';22;nM;7.66;;;UO_0000065;20.56;0.42;5.8;8.29;0;CHEMBL863671;Inhibition of human erythrocyte mu calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138043;1;Scientific Literature;J. Med. Chem.;2006;None;
CHEMBL151913;;0;402.54;0;3.98;Z-Cha-Leu-H;CC(C)C[C@@H](C=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1;IC50;'=''';580;nM;6.24;;;UO_0000065;15.49;0.29;2.26;7.38;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL151979;;0;490.65;0;2.67;Z-Leu-Lys-Leu-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C=O)CC(C)C;IC50;'~''';10000;nM;;;;UO_0000065;;;;;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL151595;;0;495.62;0;3.39;Z-Val-Phe-Leu-H;CC(C)C[C@H](C=O)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C;IC50;'=''';31;nM;7.51;;;UO_0000065;15.15;0.28;4.12;6.61;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL423112;;0;382.46;0;2.86;MDL-28170;CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1;IC50;'=''';200;nM;6.7;;;UO_0000065;17.52;0.33;3.84;7.93;1;CHEMBL827857;Inhibitory concentration against human plasma mu-calpain;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1139593;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2005;None;
CHEMBL2408907;;0;484.54;0;0.84;44;Cc1cc(C)c(-n2cc(CNC(=O)[C@H](Cc3cscn3)NC(=O)[C@H]3O[C@@H]3C(=O)O)nn2)c(C)c1;IC50;'>''';1000;nM;;;;UO_0000065;;;;;1;CHEMBL2411626;Inhibition of human erythrocyte full length Cal1 using (DABCYL)TPLK-SPPSPR-(EDANS) as substrate after 20 min by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2407090;1;Scientific Literature;J. Med. Chem.;2013;None;
CHEMBL2408909;;0;541.67;2;0.11;25;CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12;IC50;'=''';100;nM;7;;;UO_0000065;12.92;0.26;6.89;3.93;0;CHEMBL2411626;Inhibition of human erythrocyte full length Cal1 using (DABCYL)TPLK-SPPSPR-(EDANS) as substrate after 20 min by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2407090;1;Scientific Literature;J. Med. Chem.;2013;None;
CHEMBL2408920;;0;421.45;0;2.27;22b;CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)Nc1nc(-c2ccc(F)cc2)cs1;IC50;'=''';250;nM;6.6;;;UO_0000065;15.67;0.31;4.33;5.46;0;CHEMBL2411626;Inhibition of human erythrocyte full length Cal1 using (DABCYL)TPLK-SPPSPR-(EDANS) as substrate after 20 min by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2407090;1;Scientific Literature;J. Med. Chem.;2013;None;
CHEMBL356841;;0;362.47;0;3.06;Z-Leu-Leu;CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1;IC50;'=''';8;nM;8.1;;;UO_0000065;22.34;0.43;5.04;9.58;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL316010;;0;400.5;0;2.07;20;Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)N[C@H](C=O)Cc2ccccc2)cc1;IC50;'=''';14;nM;7.85;;;UO_0000065;19.61;0.38;5.78;9.4;0;CHEMBL656842;Compound was tested for inhibitory activity against recombinant human Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130591;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1998;None;
CHEMBL302443;;0;579.12;1;2.83;1g;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)OCC(Br)(Br)Br;IC50;'=''';5000;nM;5.3;;;UO_0000065;9.15;0.27;2.47;5.46;0;CHEMBL657758;The calpain inhibitory activity(I 50) was measured as ability to enter the platelet to inhibit calpain after cell lysis(assay 2);B;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None;
CHEMBL61010;;0;445.77;0;2.36;1f;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)OCC(Cl)(Cl)Cl;IC50;;;nM;;;substantial inhibition by 5-44 uM;UO_0000065;;;;;0;CHEMBL659384;The calpain inhibitory activity(I 50) was measured as ability to enter the platelet and inhibit calpain in the intact cells(assay 3); (+)indicates substantial inhibition by 5-44 uM;B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None
CHEMBL3963225;;0;384.38;0;1.76;BDBM240250;CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)Nc1c(F)cccc1F;IC50;'>''';1000;nM;;;419101;UO_0000065;;;;;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL2408911;;0;386.41;0;0.85;BDBM240260;Cc1cc(C)c(NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]2O[C@@H]2C(=O)O)c(C)c1;IC50;'=''';5000;nM;5.3;;419113;UO_0000065;13.72;0.26;4.45;3.88;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL3919703;;0;282.3;0;-0.88;BDBM240266;C#CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'=''';275;nM;6.56;;419120;UO_0000065;23.24;0.45;7.44;6.07;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL2408907;;0;484.54;0;0.84;BDBM240275;Cc1cc(C)c(-n2cc(CNC(=O)[C@H](Cc3cscn3)NC(=O)[C@H]3O[C@@H]3C(=O)O)nn2)c(C)c1;IC50;'>''';1000;nM;;;419130;UO_0000065;;;;;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL418661;E-64C;0;314.38;0;0.53;E64c;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'=''';40;nM;7.4;;;UO_0000065;23.53;0.46;6.87;6.85;0;CHEMBL659382;The ability of compound to inhibit calpain in a preparation of lysed platelets was measured with a caseinolytic assay(assay 1);B;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None;
CHEMBL358404;;0;286.37;0;1.49;[(S)-1-((S)-1-Formyl-3-methyl-butylcarbamoyl)-3-methyl-butyl]-carbamic acid methyl ester;COC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CC(C)C;IC50;'=''';12;nM;7.92;;;UO_0000065;27.66;0.54;6.43;9.37;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL150136;;0;403.52;0;1.6;Ac-Val-Phe-Leu-H;CC(=O)N[C@H](C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](C=O)CC(C)C)C(C)C;IC50;'=''';110;nM;6.96;;;UO_0000065;17.24;0.33;5.36;6.67;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL87454;;0;507.57;1;0.07;3g;COC[C@H](NC(=O)[C@@H](COCc1ccccc1)NS(C)(=O)=O)C(=O)C(=O)NOCc1ccccc1;IC50;'=''';152;nM;6.82;;;UO_0000065;13.43;0.27;6.75;4.57;0;CHEMBL657770;Inhibition of human recombinant Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133978;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2001;None;
CHEMBL151970;;0;548.68;1;4.27;Z-Leu-Trp-Leu-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C=O)CC(C)C;IC50;'=''';45;nM;7.35;;;UO_0000065;13.39;0.25;3.08;5.68;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL269383;;0;541.63;1;2.04;(text) (pg no 1038);CCCCNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C1=Cc2cc3c(cc2S(=O)(=O)N1CC)OCCO3;IC50;'=''';155;nM;6.81;;;UO_0000065;12.57;0.24;4.77;5.19;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL127408;;0;456.48;0;3.22;1a;COP(=O)(O)C(=O)[C@@H](CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1;IC50;'=''';5200;nM;5.28;;;UO_0000065;11.58;0.23;2.06;4.03;0;CHEMBL658527;inhibitory activity measured against recombinant human Calpain-I receptor;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1131587;1;Scientific Literature;J. Med. Chem.;1998;None;
CHEMBL1771025;;0;500.6;1;4.14;4h;CC(C)C/C(=C\c1ccc(O)c(O)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccc1;IC50;'=''';320;nM;6.5;;;UO_0000065;12.97;0.24;2.35;5.61;0;CHEMBL1771900;Inhibition of human erythrocytes mu-calpain using Suc-Leu-Tyr-AMC fluorogenic substrate after 30 mins by spectrofluorimetry;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1770073;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL338041;;0;631.54;2;6.71;1h;CC(C)CC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CC(C)C)C(=O)P(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1;IC50;'=''';350;nM;6.46;;;UO_0000065;10.22;0.21;-0.25;6.36;0;CHEMBL658527;inhibitory activity measured against recombinant human Calpain-I receptor;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1131587;1;Scientific Literature;J. Med. Chem.;1998;None;
CHEMBL338647;;0;406.52;0;3.42;Cbz-Leu-Leu-CO2Et;CCOC(=O)[C@@H](CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1;IC50;'=''';600;nM;6.22;;;UO_0000065;15.31;0.29;2.8;6.64;0;CHEMBL658527;inhibitory activity measured against recombinant human Calpain-I receptor;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1131587;1;Scientific Literature;J. Med. Chem.;1998;None;
CHEMBL8378;;0;420.92;0;2.2;(text) (pg no 1038);CCN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(Cl)ccc2S1(=O)=O;IC50;'=''';5;nM;8.3;;;UO_0000065;19.72;0.4;6.1;9.94;0;CHEMBL654078;In vitro inhibitory activity against human calpain I; Not determined;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None
CHEMBL8741;;0;557.67;1;2;8i;CCCCCNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1CC)OCCO3;IC50;'=''';150;nM;6.82;;;UO_0000065;12.24;0.24;4.82;5.2;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL3706728;;0;483.59;0;3.83;7;CC(=O)OC1OCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)c1ccc2c(c1)Nc1ccccc1S2;IC50;'=''';13340;nM;4.88;;;UO_0000065;;;;;0;CHEMBL653672;Inhibitory activity against on calpain 1 in C6 glial cells;F;BAO_0000219;cell-based format;Rattus norvegicus;None;None;C6;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146815;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;CHEMBL3308345;
CHEMBL8858;;0;670.77;1;0.78;11c;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccccc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';5000;nM;5.3;;;UO_0000065;7.9;0.16;4.52;2.99;0;CHEMBL656844;In vitro inhibitory activity against human calpain 1 in Molt-4 cells (intact human T-cell leukemia cell line);B;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;CHEMBL3307557;
CHEMBL8703;;0;436.53;0;2.5;(text) (pg no 1035);O=C[C@H](Cc1ccccc1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1;IC50;'=''';20;nM;7.7;;;UO_0000065;17.64;0.34;5.2;8.34;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL151370;;0;509.65;1;3.78;Z-Phe-Leu-Leu-H;CC(C)C[C@H](C=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1;IC50;'=''';11;nM;7.96;;;UO_0000065;15.62;0.29;4.18;7.01;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL98832;;0;415.6;0;4.73;14;CC(C)C[C@@H](C=O)NC(=O)[C@@H](CC[S+]([O-])c1ccc2ccccc2c1)CC(C)C;IC50;'=''';30;nM;7.52;;;UO_0000065;18.1;0.35;2.79;11.9;0;CHEMBL656194;Inhibitory activity using recombinant human Calpain 1 with Suc-Leu-Tyr-MNA as substrate.;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1129824;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL150600;;0;348.44;0;2.67;Z-Leu-Val-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C(C)C;IC50;'=''';4;nM;8.4;;;UO_0000065;24.1;0.46;5.73;9.94;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL149754;;0;450.58;0;4.67;FMOC-Leu-Leu-H;CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1c2ccccc2-c2ccccc21;IC50;'=''';11;nM;7.96;;;UO_0000065;17.66;0.33;3.29;9.42;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL1770882;;0;530.62;1;3.95;4e;CCC/C(=C\c1ccc(O)c(O)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NCCc1ccc(OC)cc1;IC50;'=''';130;nM;6.89;;;UO_0000065;12.98;0.24;2.94;5.51;0;CHEMBL1771900;Inhibition of human erythrocytes mu-calpain using Suc-Leu-Tyr-AMC fluorogenic substrate after 30 mins by spectrofluorimetry;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1770073;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL117006;;0;457.55;0;0.99;15k;CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(N3CCOCC3)ccc2S1(=O)=O;IC50;'=''';30;nM;7.52;;;UO_0000065;16.44;0.32;6.53;7.83;0;CHEMBL877099;Inhibitory activity towards human calpain I;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;None;
CHEMBL150090;;0;419.52;0;2.17;Z-Leu-Gly-Leu-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)N[C@@H](C=O)CC(C)C;IC50;'~''';10000;nM;;;;UO_0000065;;;;;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL149404;;0;376.5;0;3.4;Z-(N-Me)Leu-Leu-H;CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)OCc1ccccc1;IC50;'>''';10000;nM;;;;UO_0000065;;;;;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL151176;;0;475.63;0;3.59;Z-Leu-Leu-Leu-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C=O)CC(C)C;IC50;'=''';19;nM;7.72;;;UO_0000065;16.23;0.31;4.13;6.8;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL358158;;0;547.69;1;3.66;Z-Glu(t-Bu)-Leu-Leu-H;CC(C)C[C@H](C=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1;IC50;'=''';25;nM;7.6;;;UO_0000065;13.88;0.27;3.94;5.43;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL2408899;;0;460.45;0;0.06;36;O=C(NCc1cn(-c2ccc(F)cc2)nn1)[C@H](Cc1cscn1)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'=''';100;nM;7;;;UO_0000065;15.2;0.3;6.94;4.62;1;CHEMBL2411626;Inhibition of human erythrocyte full length Cal1 using (DABCYL)TPLK-SPPSPR-(EDANS) as substrate after 20 min by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2407090;1;Scientific Literature;J. Med. Chem.;2013;None;
