"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4526959";"";"0";"524.68";"2";"6.53";"578; Ex 136";"CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCN(C(C)C)C2";"IC50";"'<='";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4573407";"";"0";"505.71";"2";"6.01";"590";"CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)CCN[C@@H]2C";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4574327";"";"0";"485.68";"0";"3.84";"625";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3c(N4CCCC4)cccc3s1)CCNC2";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4551295";"";"0";"343.48";"0";"4.02";"209";"CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CC(C)NC2";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4515965";"";"0";"357.50";"0";"4.58";"212; Ex 38";"CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C(C)CCNC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4519464";"";"0";"399.58";"1";"5.70";"213; Ex 39";"CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C(C)CCN(C(C)C)C2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4517334";"";"0";"371.53";"0";"4.40";"223; Ex 47";"CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCC(N(C)C)C2";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4526359";"";"0";"372.52";"0";"3.69";"230; Ex 54";"CC(=O)Nc1sc2c(c1-c1nc3cc(N(C)C)ccc3s1)CCNC2";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4576438";"";"0";"343.48";"0";"3.65";"232; Ex 56";"CC(=O)N(C)c1sc2c(c1-c1nc3ccccc3s1)CCNC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4566753";"";"0";"595.71";"2";"5.04";"319; Ex 90";"CCC(C)N(CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(CCNC(=O)C(F)(F)F)C2)C(C)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4540945";"";"0";"507.69";"1";"4.61";"370";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C)nc4)cc3s1)CCNC2";"IC50";"'<='";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4542415";"";"0";"537.71";"1";"4.70";"437";"CCOc1ncccc1-c1ccc2sc(-c3c(NC(=O)CCNCCOC)sc4c3CCNC4)nc2c1";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4529860";"";"0";"537.71";"1";"4.61";"439";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(OC)nc4C)cc3s1)CCNC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4584346";"";"0";"511.65";"1";"4.44";"458";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc(F)c4)ccc3s1)CCNC2";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4576422";"";"0";"549.72";"1";"4.86";"464";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4NC(C)=O)ccc3s1)CCNC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4588915";"";"0";"524.72";"1";"4.68";"465";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C(C)C)c4)ccc3s1)CCNC2";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4586406";"";"0";"511.65";"1";"4.44";"473";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(F)nc4)cc3s1)CCNC2";"IC50";"'<='";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4531295";"";"0";"483.62";"0";"3.89";"481";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnoc4)ccc3s1)CCNC2";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4531939";"";"0";"532.70";"1";"4.78";"483";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc5[nH]ncc45)cc3s1)CCNC2";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4560405";"";"0";"518.67";"1";"4.17";"487";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(C#N)c4)cc3s1)CCNC2";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4551934";"";"0";"479.47";"0";"4.76";"516";"CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3c(Br)cccc3s1)CCNC2";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4569778";"";"0";"521.71";"2";"5.25";"523";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)C[C@H](C)N[C@H]2C";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4581748";"";"0";"430.60";"0";"3.80";"529";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN[C@@H]2C";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4522916";"";"0";"430.60";"0";"3.62";"530";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)NC2";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4534807";"";"0";"472.68";"0";"4.96";"536";"CC[C@@H]1N[C@H](CC)Cc2c1sc(NC(=O)CCNCCOC)c2-c1nc2ccccc2s1";"IC50";"'<='";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4591259";"";"0";"472.68";"0";"4.96";"537";"CC[C@H]1Cc2c(sc(NC(=O)CCNCCOC)c2-c2nc3ccccc3s2)[C@@H](CC)N1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4545081";"";"0";"442.65";"1";"5.12";"539; Ex 108";"CCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2";"IC50";"'<='";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4515589";"";"0";"462.62";"0";"4.32";"547";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)C[C@H](C)N[C@@H]2C";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4551818";"";"0";"578.76";"1";"4.13";"408";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(N5CCOCC5)nc4)ccc3s1)CCNC2";"IC50";"'<='";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4568726";"";"0";"507.69";"1";"4.61";"417";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4C)cc3s1)CCNC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4557923";"";"0";"429.62";"0";"4.34";"242";"CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cnccc3s1)CCN[C@@H]2C";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4527559";"";"0";"443.64";"0";"4.51";"238";"CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cnccc3s1)CCN(CC)C2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4529899";"";"0";"465.60";"0";"4.72";"226";"CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3c(C(F)F)nccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4588803";"";"0";"469.64";"0";"3.36";"213";"O=C(CCN1CCC2COCC2C1)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
