Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	
flyaR@LPQYrPAFRRFJIIIJHf|mTEAQT@@@	8.25	25	spectrophotometric	a1/apparent	C6H2R3O-H	acidic	6783		0		0.88444203	0.4161915	
fmg`sDIbUkIQ`bBQC@b\yEEEMEIkDdhhTerRZpQDKPPLUT@@@	6.67	25	spectrophotometric	a1/apparent	OH	acidic	6784		0		-0.7799221	0.5133369	
fmgx`@DTMGKU`udTRbbRbTJfRRQrgUZuAPMESSUQPIP@	9.3	25	potentiometric	a3/apparent	-NH2-H	basic	6785	0.97867; 0.97867	2	6787; 6786	0.5182952	-0.73629105	
fmgx`BDTMGKU`uFUsdTRbbRbTJfRRQrgUZuAPMESSUQPIP@	5.9	25	potentiometric	a1/apparent	N(pyr)-H	basic	6786	1; 0.97867	2	6787; 6785	0.5135751	-0.7589037	
fmgx`DDTMGKU`tn\bbTTRTRaTrRRNTzkVhJAhjZZjJAJ@@	6.5	25	potentiometric	a2/apparent	N(Im)-H	basic	6787	0.97867; 1	2	6785; 6786	0.5336069	-0.74757975	
fmk`@@@IRjjjjjjjmUUUUUUUU@@@	11.0	25	conductometric	b/apparent		basic	6788	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	18	7848; 7852; 7680; 7590; 7546; 7424; 7310; 7225; 7223; 191; 2631; 2632; 3204; 4091; 4092; 4742; 4802; 6349	-0.61093074	0.31357524	
fmk``@B@TdrmkNzjjjuUUUUUUUT@@	5.6	20	potentiometric	a1/apparent	-NH3%+&	basic	6789	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	6883; 6882; 1331; 1334; 1335; 1892; 2298; 2300; 3212; 3213; 3215; 3216; 4113; 4606; 4607; 5192; 5193; 5267; 5458; 5632; 5935; 6043; 6044; 6350; 6351; 6434; 6435; 6564; 6674; 6675; 6790	-0.044724017	0.3770009	
fmk``@B@edTVbRbJRRRRRRUUUUUUUUU@@@	9.4		potentiometric	a/apparent	prot.	basic	6790	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	6883; 6882; 1331; 1334; 1335; 1892; 2298; 2300; 3212; 3213; 3215; 3216; 4113; 4606; 4607; 5192; 5193; 5267; 5458; 5632; 5935; 6043; 6044; 6350; 6351; 6434; 6435; 6564; 6674; 6675; 6789	-0.010191434	0.35879624	
fmoH`@DDSdD\bbbfbRVbtTIbRHrpTyfmjiB`Xih@D`DFH	13.8		potentiometric	b/apparent		acidic	6791		0		-0.7959286	0.49509102	
fmoI@@JBTXBTkjllmjsnRcoE{M]UUPD@P@@P@@@	6.81	25	mean from 2	a1/apparent	NH(+)	basic	6792	0.98434; 0.98434; 1; 0.98434; 0.98434; 0.98434	6	6894; 6892; 5494; 5860; 5863; 6532	0.29831058	0.064898856	
fmoI@DJBTXEIRe]UeemV]rT]xoYkjjj@`B@@B@@@	3.36	25	mean from 2	a2/apparent		basic	6793	0.9615; 0.98434; 0.9615; 1; 0.98434; 0.98434	6	6924; 6895; 6888; 5495; 5864; 6533	0.23506103	-0.0667696	
fmoPA@LD@DJBDieVUUgWg]gKQKvZzZhJB@`@@P@@@	2.7	25	spectrophotometric	a1/apparent		basic	6794	1	1	6795	-0.48074228	-0.6816456	
fmoPA@LD@DJBDieVUUgWg]gKQKvZzZhJB@`@@P@@@	10.93	25	spectrophotometric	a2/apparent		acidic	6795	1	1	6794	-0.45388988	-0.67677015	
fmoP`@DQAKHheEEDdeMERhdm^mENYkZ`jBhjj@@hpQFUh@	8.92	25	potentiometric	a1/thermodynamic		basic	6796	0.97331; 0.97331; 0.97331; 0.97331; 0.98937; 0.98937; 0.97331; 0.97331; 0.97331; 0.98937; 0.971; 0.98937; 1; 0.98937; 0.98937	15	6803; 6802; 4780; 4786; 6799; 4807; 4808; 4809; 4810; 5498; 5499; 5500; 5831; 6798; 6797	-0.08374172	-0.27352276	
fmoPb@EQEHDadTRTrbvbRbQTRUFAbgLup@TuUUU@@TXLoHL@@	8.82	25	potentiometric	a1/thermodynamic		basic	6797	0.97331; 0.97331; 0.97331; 0.97331; 0.98937; 0.97331; 0.98937	7	6799; 4807; 5498; 5500; 5831; 6798; 6796	-0.051626112	-0.2915053	
fmoPb@EQEHEYdTRTrbvbRbQTRUFAbgLup@TuUUU@@TXLoHL@@	8.79	25	potentiometric	a1/thermodynamic		basic	6798	0.97331; 0.97331; 0.97331; 0.97331; 0.98937; 0.98937; 0.97331	7	4807; 6799; 5498; 5500; 5831; 6796; 6797	-0.06239769	-0.2708956	
fmoPb@MQHhFIdTTRTLJbRbQTRSIAbgLupPTMUUU@@TXLoHL@@	8.73	25	potentiometric	a1/thermodynamic		basic	6799	0.97331; 0.99021; 0.97331; 0.97331; 0.98937; 0.98937; 0.97331; 0.97331	8	4807; 4808; 5498; 5500; 5831; 6796; 6797; 6798	-0.08189814	-0.31324142	
fmo`JDCPQ``dyV@HIvRRGQQIQJqQYIKJmhqZcfmPPTUKT@P`@@	6.8	22		a1/thermodynamic	OH	acidic	6800		0		0.47644457	0.72334063	
fmoaP@L`\fj|bbbTRbRTRRTJrdXNXmfmhH`BbJhjbH@@	8.09			a/apparent		basic	6801	0.9615	1	5836	0.8724304	0.08968031	
fmop`@DAbBVQQJJJIIIJJeQIZ}ZJ\sVuATEQUT@AQ`bLkP@	8.86	25	potentiometric	a1/thermodynamic		basic	6802	0.97533; 0.97533; 0.99094; 0.97331; 1; 0.97331	6	4809; 4810; 4811; 5831; 6803; 6796	-0.08661402	-0.23449971	
fmop`@D^bBVQQJJJIIJZJeQIZCZJ\sVuATETUT@AQ`bLkP@	8.86	25	potentiometric	a1/thermodynamic		basic	6803	0.97533; 0.97533; 0.99094; 0.97331; 0.97331; 1	6	4809; 4810; 4811; 5831; 6796; 6802	-0.06727521	-0.2341085	
fmoqADFIzlDPhHSJSJwKNk|kkSbm^bwl@QTDDUUUDP@@	3.59	25	potentiometric	a1/apparent		basic	6804		0		-0.5506571	0.76543015	
fmwH`FHRutBHRcnrdwLlvoljoBTZsQm@@DETDDT@@@	5.43	25	spectrophotometric	a1/apparent		basic	6805	0.98434; 1; 0.98434; 1; 0.98434; 0.98434; 1; 0.98434; 0.98434; 1; 0.98434; 0.98434; 0.98434; 0.98434; 1; 1; 0.98434; 1; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434	25	6890; 6891; 6816; 5215; 5377; 5378; 5379; 5380; 5381; 5804; 5938; 5939; 5940; 5941; 6386; 6387; 6442; 6443; 6444; 6445; 6446; 6447; 6448; 6449; 6578	-0.366773	0.10547022	
fmwIA@HizLHI@dadTTTrabRTTJbrgA^sWlDPRDCQUU@`aJ@	6.69	25	potentiometric	a1/apparent		basic	6806	0.98434	1	5496	-0.3570545	-0.2694918	
fmwP@@@QrQQJJIQJIJKFINqPufmj`B`H`B`@@PA@	9.25	25	potentiometric	a2/apparent		basic	6807	0.97331; 0.97331; 1; 1; 0.97331; 1; 0.97331; 0.97331; 1; 1; 0.97331; 0.97331	12	6818; 6817; 5219; 5222; 5385; 5808; 5944; 5945; 6392; 6393; 6456; 6457	0.40481192	-0.3334382	
fmwP@D@QcNRJIQQJIQIQXqIvJFlumT@TAD@T@@B@H	4.67	25	potentiometric	a1/apparent		basic	6808	0.97331; 0.97331; 1; 1; 0.97331; 1; 0.97331; 0.97331; 1; 1; 0.97331; 0.97331	12	6820; 6819; 5223; 5224; 5386; 5809; 5947; 5948; 6394; 6395; 6459; 6460	0.022532396	0.67575985	
fmwQ@@DD@dsMrjrzjdYZNZtuPT@PDUT`@@	7.2		potentiometric	a/apparent		acidic	6809	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	7181; 7180; 6903; 5227; 5317; 5318; 5486; 5538; 5539; 5812; 5875; 6014; 6314; 6315; 6398; 6541; 6713; 6715; 6716	0.2637829	-0.521847	
fmwQa@BUbeXH`TQdTTRTtLRQfRTRSIN}M\DE@DDuUUA@@@	7.52	25	potentiometric	a1/apparent	N-H	basic	6810	1; 1	2	5488; 6568	-0.5385348	-0.37038985	
fmwh`FHRtxXDPeGCgHihheELddhdbUAJMZkV`@BB`jBj@@@	6.47	25	spectrophotometric	a1/apparent		basic	6811		0		0.93156594	0.13465542	
fmwpQ@DXlhLT`BAAFQQQIQJZUQS[QIDYpTumUUMULu@AQ`eEBID@@	8.0		potentiometric	a/apparent		acidic	6812		0		0.5687628	0.8103896	
fmwqBDFF[dDPvTfUmYU^W^VgIJ\F@@@HHjjj`@@@	7.2		potentiometric	b2/apparent		basic	6813	0.9615; 0.9615; 0.9615; 0.96519; 1; 0.96519; 1; 1	8	6852; 6850; 6845; 4750; 4751; 5819; 5820; 6571	0.10475265	-0.009199708	
fmP`@DA@{HhhhiddihejhdjLuzpXifmj`hJbjh@Hh@@	8.68	25	potentiometric	a1/apparent		basic	6814	0.971	1	6372	-0.5003715	-0.012861867	
fma@@E@rJQRIVYQIISSIZRk^cfoYkjjjjBBHHBbLPhEQz`@	7.15	25	potentiometric	a1/apparent		basic	6815	1; 0.94515	2	6364; 6685	0.28370783	-0.24178177	
fncH`FHRtTBHRcbsdTtTRbfRRqR`eFlt@@PUUU@@@	6.67	25	spectrophotometric	a1/apparent		basic	6816	0.98434; 0.98434; 1; 1; 0.98434; 1; 1; 0.98434; 1; 1; 1; 1; 0.98434; 0.98434; 1; 0.98434; 1; 1; 1; 1; 1; 1; 1; 0.98434	24	6891; 5215; 5377; 5378; 5379; 5380; 5381; 5804; 5938; 5939; 5940; 5941; 6386; 6387; 6442; 6443; 6444; 6445; 6446; 6447; 6448; 6449; 6578; 6805	-0.44070405	0.08534525	
fncP@@@ErQQJJIQJIHdrrPyZh@bBHJ`@@	8.8	25	potentiometric	a2/apparent		basic	6817	0.97331; 0.97331; 1; 1; 0.97331; 1; 1; 0.97331; 0.97331; 1; 1; 0.97331	12	5219; 5222; 5385; 6818; 5808; 5944; 5945; 6392; 6393; 6456; 6457; 6807	0.38696596	-0.36644733	
fncP@@@JrQQJJIQJIQDjvPeZh@bBJB`@@	8.8	25	potentiometric	a2/apparent		basic	6818	0.97331; 0.97331; 1; 0.97331; 1; 1; 0.97331; 0.97331; 1; 1; 0.97331; 1	12	5219; 5222; 5385; 5808; 5944; 5945; 6392; 6393; 6456; 6457; 6807; 6817	0.4272923	-0.38415387	
fncP@D@EKNRJIQQJIQIDfVRGKU@DPQAT@@@	5.18	25	potentiometric	a1/apparent		basic	6819	0.97331; 0.97331; 1; 0.97331; 1; 1; 0.97331; 0.97331; 1; 1; 0.97331; 1	12	5223; 5224; 5386; 5809; 5947; 5948; 6394; 6395; 6459; 6460; 6808; 6820	0.0076413723	0.6623066	
fncP@D@JUNRJIQQJIQJHeVrDkU@DPQPT@@@	2.8	25	potentiometric	a1/apparent		basic	6820	0.97331; 0.97331; 1; 0.97331; 1; 1; 0.97331; 0.97331; 1; 1; 0.97331; 1	12	5223; 5224; 5386; 5809; 5947; 5948; 6394; 6395; 6459; 6460; 6808; 6819	-0.03193999	0.65040666	
fncPR@FJtZw`AFRJQQEJIVYIIXYrUUUTsMUUVDTXhyP@	2.66	23	potentiometric	a/apparent		acidic	6821	0.99021; 0.97533; 0.95865; 0.97533; 0.99021	5	6898; 5231; 5244; 6399; 6467	-0.23392248	-0.09768117	
fncQA@FZ`AphxYIHdYDcDdhllGMVuUUUUUUU@@@	10.11	25	potentiometric	b/apparent		basic	6822		0		-0.68721527	0.7180112	
fncQP@DXArVdyEEDhhmMLeDTpQVmULsPUAD@@@	6.54	20	spectrophotometric	a1/apparent	N-H	acidic	6823		0		0.3915093	-0.8847101	
fncQbDCQHkPH`gYEEEhdhebhhlsfZpPESUUUQPCP@	9.54	25	potentiometric	a2/apparent	NH	basic	6824	1; 0.98593; 0.98593; 0.98593; 0.98727; 0.96519; 1	7	6827; 5250; 5417; 5961; 5964; 6481; 6483	-0.0963125	0.0035233656	
fncQbDCQHkPHbLyEEEhdhebhhlsfZpPESUUUQPCP@	6.91	25	potentiometric	a1/apparent	OH	acidic	6825	0.98593; 0.98593; 0.98593; 0.98727; 0.96519; 1; 1	7	5249; 5416; 5962; 5963; 6480; 6484; 6826	-0.040371392	0.021338394	
fncQbDKQIhpHbLyEEDeEeD\hhlpVZpPQTuUUQPCP@	6.91	25	potentiometric	a1/apparent	OH	acidic	6826	0.98593; 0.98593; 0.98593; 0.98727; 0.96519; 1; 1	7	5249; 5416; 5962; 5963; 6480; 6484; 6825	-0.009993405	0.04007724	
fncQbDKQIhpHcWYEEDeEeD\hhlpVZpPQTuUUQPCP@	9.77	25	potentiometric	a2/apparent	NH	basic	6827	0.98593; 0.98593; 0.98593; 0.98727; 0.96519; 1; 1	7	5250; 5417; 5961; 5964; 6481; 6483; 6824	-0.083782345	-0.015717588	
fncXB@NRUYrPQBSJzrl~lmFFm@AP@UUU@@@	9.3	25	potentiometric	a2/apparent		basic	6828	0.96832; 0.96832	2	6839; 6829	0.045380674	-0.16337305	
fncXBDNRUYrPQBYRYWVUguehpuh@J@Bjjh@@@	4.02	25	mean from 2	a1/apparent		basic	6829	0.96832; 0.96832	2	6842; 6828	0.028868621	-0.17664227	
fnc``@H`PdrsJrzZipTmPT@PDUP@@@	7.53	25	potentiometric	a1/apparent		basic	6830		0		0.41258338	-0.7020856	
fnc``@M@deMkmkOLlsbRt@EUUMUQ@@@	8.79		potentiometric	a1/apparent	NH2(+)	basic	6831		0		0.15196933	-0.93175113	
fnc`r@MPPJrV`BLddLRbRTtrRrTxkUhJBhjjh`@@	4.89	20	potentiometric	a1/thermodynamic	amino	basic	6832	0.98434; 0.98434	2	6837; 5915	0.22768119	0.57125866	
fnca@@B@rJJJISQEFQFQdeV`@`JFjj`@@	10.03	25		a2/apparent	O-H	acidic	6833	0.95174; 0.95174; 1; 1; 1	5	2503; 2504; 6834; 6643; 6644	0.58995104	-0.030666703	
fnca@@B@rJJJISQEFQFQdeV`@`JFjj`@@	4.51	25		a1/apparent	N-H	basic	6834	0.95174; 0.95174; 1; 1; 1	5	2503; 2504; 6643; 6644; 6833	0.57140356	-0.027281148	
fnca@@D`RYiYfuW~}fIVjh@h@`hHLh@@	8.07	20	potentiometric	a/apparent		basic	6835	0.97331; 0.96832; 0.96832	3	5814; 5970; 6409	-0.080833405	-0.17335318	
fnca@@H`RYiYgUY~]dIVjh@`B`h@@@	8.62	24	mean from 2	b1/apparent		basic	6836	0.97331; 0.97331; 1; 0.96832	4	5815; 5816; 5817; 5882	0.1550742	-0.10315884	
fncaR@MPPJrPAFRRFIQIJZYIYJ\UjtEATUUTP@@	7.24	20	potentiometric	a1/thermodynamic	amino	basic	6837	1; 0.98434	2	5915; 6832	0.21715927	0.59147847	
fnchB@NRUYHHcHhdleDeDbeDjLLz@B`BJjj@@@	9.05	25	potentiometric	a2/apparent		basic	6838	0.96832; 0.96832; 1; 0.96832	4	6843; 6841; 6840; 6839	0.07968188	-0.11910762	
fnchB@NRlyHHaIe]YV_VVcCV`@h@Jjj`@@	9.6	25	potentiometric	a2/apparent		basic	6839	0.96832; 0.96832; 0.96832; 0.96832	4	6842; 6840; 6828; 6838	0.06364801	-0.15142605	
fnchB@NRmyHHcHhdleDeDTeDjLMZ@B`@jjj@@@	9.3	25	potentiometric	a2/apparent		basic	6840	0.96832; 0.96832; 1; 0.96832	4	6843; 6841; 6838; 6839	0.08048589	-0.13733198	
fnchBDNRUYHHaLyEDedhdhdTheQagP@T@QUUP@@@	6.65	25	mean from 2	a1/apparent		basic	6841	0.96832; 1; 0.96832; 0.96832	4	6842; 6843; 6838; 6840	0.06058693	-0.13035116	
fnchBDNRlyHHaLiLkkJszrtXZt@E@AUUT@@@	6.69	25	mean from 2	a1/apparent		basic	6842	0.96832; 0.96832; 0.96832; 0.96832	4	6829; 6839; 6841; 6843	0.025217686	-0.15473808	
fnchBDNRmyHHaLyEDedhdhbdheQakP@T@EUUP@@@	5.42	25	mean from 2	a1/apparent		basic	6843	0.96832; 0.96832; 1; 0.96832	4	6838; 6840; 6841; 6842	0.043078396	-0.14300112	
fncpB@FFRBHrJIJYJHjKIQJgIJ`@@Jjjj`@@	10.18	30	potentiometric	a1/apparent		basic	6844	0.95709; 0.9615; 0.9615; 0.95709; 0.95709	5	6848; 4750; 5819; 5980; 6845	0.12070006	0.023091706	
fncpBDFFRBHSNQQISIQEQYJITyIT@@AUUUT@@@	8.52	30	mean from 2	a2/apparent		basic	6845	0.95709; 0.95709; 0.9615; 0.9615; 0.95709; 0.9615; 0.9615; 0.95709	8	6852; 6850; 4751; 5820; 5981; 6571; 6813; 6844	0.08887268	2.049355E-4	
fncpQ@LF[ACo@BKAFRRFJEKIRFIKJtVjuP@Tl@D@@@	6.23	25	potentiometric	a/apparent		acidic	6846		0		-0.74613047	0.6598416	
fncpR@LVcAFc@BLddlRTrbvTTVEKMUh@JZjjh`@@	9.12	25	potentiometric	a1/apparent		basic	6847		0		-0.9374509	-0.023695603	
fncq@@IJRCIELeLhdXleDf\tZ`@BBjjj@@@	10.2	30	potentiometric	a3/apparent		basic	6848	0.9615; 0.95709; 0.9615; 0.95709; 0.95709; 0.95709; 0.95709	7	4750; 6852; 5819; 6850; 5980; 6849; 6844	0.10265007	0.037487824	
fncq@@NZRCIELeDdeEbeDfBMz`BBBbjj@@@	10.35	20	mean from 2	a3/apparent		basic	6849	0.95709; 0.95709; 0.98242; 0.95709	4	6853; 6851; 6500; 6848	0.07920639	0.04184634	
fncq@BIJRBTigIELeLhdXleDf\tZ`@BBjjj@@@	-7.83	30	spectrophotometric	a1/apparent		basic	6850	0.9615; 0.95709; 0.9615; 1; 0.95709; 0.9615; 0.9615; 0.95709; 0.95709; 0.95709	10	4751; 6853; 5820; 6852; 5981; 6571; 6813; 6845; 6848; 6851	0.06721745	-0.009719951	
fncq@BNZRCTigIELeDdeEbeDfBMz`BBBbjj@@@	-1.33	30	spectrophotometric	a1/apparent		basic	6851	1; 0.95709; 0.98242; 0.95709; 0.95709	5	6853; 6852; 6501; 6849; 6850	0.06382135	0.02580449	
fncq@DIJRALyHidieDcEdhdsfcT@@PUUUP@@@	8.7	30	mean from 2	a2/apparent		basic	6852	0.9615; 0.9615; 0.95709; 0.9615; 0.95709; 0.9615; 0.95709; 0.95709; 1; 0.95709	10	4751; 5820; 5981; 6571; 6853; 6813; 6845; 6848; 6850; 6851	0.07269821	0.009267022	
fncq@DNZRALyHidhddhlThdpQoT@PPTUUP@@@	3.63	25	mean from 3	a2/apparent		basic	6853	0.98242; 0.95709; 0.95709; 1; 0.95709	5	6501; 6849; 6850; 6851; 6852	0.053001158	0.0058565624	
fncqPFHVbACMFaJNYrS\svs{LxiYjtDASUUUE@M@@	9.12	25	potentiometric	a2/apparent	NH	basic	6854	0.96519; 0.96519; 0.96519; 0.96832	4	5250; 5417; 5961; 6855	-0.05060301	-0.03416691	
fncqPFHVbACMFaJNcJS\svs{LxiYjtDASUUUE@M@@	5.75	25	potentiometric	a1/apparent	OH	acidic	6855	0.96519; 0.96519; 0.96519; 0.96832	4	5249; 5416; 5962; 6854	-0.01878018	-0.014696575	
fncqR@LJuAAZm@DYIIXdldhdhdhJPXkP@S@ATp@`j@	2.25	24.85	spectrophotometric	a1/apparent	COOH	acidic	6856	1; 0.98434	2	6858; 6857	0.65699714	0.052597072	
fncqRBLJuAAZm@DXyoYIIXdldhdhdhJPXkP@S@ATp@`j@	12.06	24.85	spectrophotometric	a3/apparent	OH	acidic	6857	0.98434; 0.98434	2	6858; 6856	0.6765214	0.050108645	
fncqRDLJuAAZm@DM{IIKDedeDeDeARCEZ@BX@Jf@DEP	10.15	24.85	spectrophotometric	a2/apparent	SO2NH2	acidic	6858	1; 0.98434	2	6856; 6857	0.67028946	0.07045952	
fngQ@@M^AdTTbbbfbRVaKARtYqo^KFmUUAUPSEUPrABJJD\HEPXbBT	8.5		potentiometric	a/apparent		basic	6859		0		0.1978179	-0.85575706	
fnk@b@FRADILk_\sJkty[rZe[@DST@@@D@@@	10.24	25	spectrophotometric	a1/apparent		acidic	6860	1	1	6861	0.7001233	0.47117922	
fnk@b@NRADILkk\sJktY[rZe[@AST@@@D@@@	10.32	25	spectrophotometric	a1/apparent		acidic	6861	1	1	6860	0.71204245	0.45198834	
fnkD@@@XdkP\mrQQSYQQIIUQKEKN|FkVijZZZijY@@	7.49	24.85	potentiometric	a4/apparent	NH	basic	6862	1; 1; 1	3	6865; 6864; 6863	-0.6743843	0.20505242	
fnkD@B@XdkP\mAKYrQQSYQQIIUQKEKN|FkVijZZZijY@@	5.43	24.85	potentiometric	a2/apparent	NH	basic	6863	1; 1; 1	3	6865; 6864; 6862	-0.64832914	0.17931142	
fnkD@D@XdkP\mANRJJ[JJIIJjIXiYw`uZuMSSSUMSH@@	6.66	24.85	potentiometric	a3/apparent	NH	basic	6864	1; 1; 1	3	6865; 6862; 6863	-0.654326	0.20097338	
fnkD@F@XdkP\mANi[NRJJ[JJIIJjIXiYw`uZuMSSSUMSH@@	3.58	24.85	potentiometric	a1/apparent	NH	basic	6865	1; 1; 1	3	6862; 6863; 6864	-0.66830534	0.1834491	
fnkI@@JBTXFRIKIQQIZIPiDihs`u[UUSTuP@R`@@	6.01	25	potentiometric	a2/apparent		basic	6866	1; 0.98242; 1; 1	4	6867; 5856; 5918; 5919	0.6806083	-0.37520453	
fnkI@@JBuXFRIKIQIIQEQIDhkS`u[UURuLp@U@@@	6.3	25	potentiometric	a2/apparent		basic	6867	0.98242; 1; 1; 1	4	5856; 5918; 5919; 6866	0.66420907	-0.39128193	
fnkI@DJBTXEIrQIYJJIKQJEHeMF\FkZjjZfj@BT@@	2.9	25	mean from 2	a1/apparent		basic	6868	0.98242; 0.98242; 1; 1; 0.98242; 1	6	5286; 5857; 5920; 5921; 6695; 6869	-0.21020526	-0.49537915	
fnkI@DJBuXEIrQIYJIIJHjIHeEZ\FkZjjVif@Bh@@	1.5	25	spectrophotometric	a1/apparent		basic	6869	0.98242; 0.98242; 1; 1; 0.98242; 1	6	5286; 5857; 5920; 5921; 6695; 6868	-0.19963178	-0.5405513	
fnkIB@LDyEh@aJYmU{eeWEIZBgMZXDH@@BJ@AAd@	7.5	22		a1/apparent	OH	acidic	6870	1; 1	2	6871; 5922	0.02971994	-0.70782226	
fnkIB@LDyEp@aJYmU{ge_EIZBfkZXDHB@HB@AAd@	9.6	22		a1/apparent	OH	acidic	6871	1; 1	2	5922; 6870	0.010297378	-0.69695055	
fnkPP@MN@aR\bbTTRbRRRrJirt_AjujXJPzH@`@@@	6.07	22		a1/thermodynamic	OH	acidic	6872	0.94515; 0.9771	2	6875; 6428	0.49326405	-0.38750097	
fnkQ@@AR@drmzrmjkQcoQSUl@EL@EP@@@`J@	10.3	25	potentiometric	b/apparent		acidic	6873	0.97331; 0.97331	2	7037; 5413	-0.16765763	-0.1850855	
fnkQ@@IA@dsJl{wJvKUoIKUkPP@@@@@@@@@	4.4	25	spectrophotometric	a1/apparent		basic	6874		0		-0.2974898	-0.64276177	
fnkQb@LQtYh@cIEEMDeEDTmelTUypRui`dFhl@h@@@	6.38	22		a1/thermodynamic	OH	acidic	6875	0.9771; 0.94515	2	6430; 6872	0.46937603	-0.39795327	
fnka@@F`rJJZQIFYJSKYdmF|DmZjjjjjjjjeBaEAJFDJHMPz`IER@@	9.28			a/apparent		basic	6876	0.95709	1	5835	-0.8726776	-0.33219478	
fnka@DF@YNQQQIJKQZKPiBtxLTuZtD@@@@@@@@@	11.35	20	potentiometric	a1/apparent		acidic	6877	0.9615; 1	2	4814; 5266	0.5495976	-0.40739384	
fnmAB@H@|DjmUUUUUVjjjjjjh@@	4.65	25	conductometric	a2/apparent		basic	6878	1; 1; 1; 1; 1; 1; 1	7	4069; 4070; 5283; 5284; 5456; 5457; 6879	-0.36458275	0.49280167	
fnmAB@H@|DjmUUUUUVjjjjjjh@@	12.81	25	conductometric	a1/apparent		acidic	6879	1; 1; 1; 1; 1; 1; 1	7	4069; 4070; 5283; 5284; 5456; 5457; 6878	-0.40495357	0.48127684	
fnm`@@@IJjjjjjjuUUUUUUP@@	10.6	25	conductometric	b/apparent		basic	6880	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	21	7676; 7541; 7543; 7421; 7420; 7418; 7253; 184; 420; 1318; 2294; 2628; 3203; 4090; 4600; 4731; 4741; 5191; 5631; 6041; 6672	0.4399304	0.18575172	
fnm``@B@TdrmjzjjkUUUUUUU@@@	6.1	20	potentiometric	a1/apparent	-NH3%+&	basic	6881	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	18	1330; 1893; 1894; 1899; 2297; 2299; 2650; 3214; 4112; 4114; 4605; 5194; 5459; 5633; 5936; 6042; 6433; 6673	-0.20894736	0.24268037	
fnm``@B@TdrmkNzjkUUUUUUU@@@	5.6	20	potentiometric	a1/apparent	-NH3%+&	basic	6882	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	1331; 1334; 1335; 1892; 2298; 2300; 3212; 3213; 3215; 3216; 4113; 4606; 4607; 5192; 5193; 5267; 5458; 5632; 5935; 6043; 6044; 6350; 6351; 6434; 6435; 6564; 6674; 6675; 6883; 6789; 6790	-0.083915226	0.39100504	
fnm``@B@edTVbRbJRRRRUUUUUUUT@@	8.4		potentiometric	a/apparent	prot.	basic	6883	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	1331; 1334; 1335; 1892; 2298; 2300; 3212; 3213; 3215; 3216; 4113; 4606; 4607; 5192; 5193; 5267; 5458; 5632; 5935; 6043; 6044; 6350; 6351; 6434; 6435; 6564; 6674; 6675; 6789; 6790; 6882	-0.024232568	0.34555057	
fns@r@BLMzKPQFQQQQIKJIJJT|dkVZpQDUTsUIREDNh@@	4.49	18	potentiometric	a/apparent		acidic	6884		0		0.6721853	0.73141015	
fnsA`@@HDdwLtno|j[s`uZuPUAQP@D@@@	3.59	25		a1/thermodynamic		acidic	6885	1; 1; 0.95174; 1; 0.9615; 0.95174	6	5214; 5373; 5374; 5855; 6440; 6572	-0.1385885	-0.21755299	
fnsH`@JBTX@TiWUYYweRTmzkZjj`BJ@B@@@	6.99	25	potentiometric	a1/apparent	NH(+)	basic	6886	0.98434; 0.98434; 0.9615; 0.98434; 0.98434; 0.98434	6	6894; 6892; 6888; 5860; 5863; 6532	0.28408277	0.010647446	
fnsH`@JLDxCTefU]eV]~BCfkV@`jBBbhH@@	6.89	25	potentiometric	a1/apparent	NH(+)	basic	6887	0.96519; 0.9426; 0.9426; 0.9426	4	6889; 5218; 5241; 5806	-0.14429653	0.07434755	
fnsH`DJBTX@ZReJzkKN|jReoU[UUT@QP@P@@@	3.81	25	potentiometric	a2/apparent		basic	6888	0.9615; 0.98434; 0.9615; 0.98434; 0.98434; 0.9615; 0.9615	7	6924; 6895; 5495; 5864; 6533; 6793; 6886	0.25952205	-0.01793769	
